NET_IN_LAT,NET_IN_LONG,HAUL_DATE,WOLF EEL YOY,SABLEFISH YOY,ARROWTOOTH FLOUNDER YOY,PACIFIC SANDDAB YOY,SPECKLED SANDDAB YOY,SCULPIN YOY,NORTHERN ANCHOVY YOY,REX SOLE YOY,GREENLING YOY,SLENDER SOLE YOY,PACIFIC HAKE YOY,DOVER SOLE YOY,SILVER SALMON YOY,KING SALMON YOY,SALMON YOY,LINGCOD YOY,SMELT YOY,PAINTED GREENLING YOY,STARRY FLOUNDER YOY,RIGHT EYED FLATFISH YOY,TURBOT YOY,SAND SOLE YOY,GRUNT SCULPIN YOY,PACIFIC BONITO YOY,PACIFIC SARDINE YOY,PACIFIC MACKEREL YOY,SCOMBRID YOY,CABEZON YOY,BROWN ROCKFISH YOY,AURORA ROCKFISH YOY,REDBANDED ROCKFISH YOY,DARKBLOTCHED ROCKFISH YOY,CALICO ROCKFISH YOY,SPLITNOSE ROCKFISH YOY,GREENSTRIPED ROCKFISH YOY,WIDOW ROCKFISH YOY,YELLOWTAIL ROCKFISH YOY,CHILIPEPPER YOY,SQUARESPOT ROCKFISH YOY,SHORTBELLY ROCKFISH YOY,COWCOD YOY,BLACK ROCKFISH YOY,BLACKGILL ROCKFISH YOY,VERMILION ROCKFISH YOY,BLUE ROCKFISH YOY,SPECKLED ROCKFISH YOY,BOCACCIO YOY,CANARY ROCKFISH YOY,GRASS ROCKFISH YOY,YELLOWEYE ROCKFISH YOY,BANK ROCKFISH YOY,STRIPETAIL ROCKFISH YOY,HALFBANDED ROCKFISH YOY,OLIVE ROCKFISH YOY,TREEFISH YOY,PYGMY ROCKFISH YOY,SHARPCHIN ROCKFISH YOY,JACK MACKEREL YOY,OTHER ROCKFISH YOY,ROSY ROCKFISH GROUP YOY,BLACK-YELLOWTAIL ROCKFISH YOY,EEL LARVAE,PACIFIC TOMCOD YOY,COPPER ROCKFISH GROUP YOY,PUGET SOUND ROCKFISH YOY,IRISH LORD YOY,ARROWTOOTH FLOUNDER,PACIFIC SANDDAB,PACIFIC HERRING,NORTHERN ANCHOVY,REX SOLE,BROWN IRISH LORD,SLENDER SOLE,PACIFIC HAKE,DOVER SOLE,PINK SALMON,SILVER SALMON,KING SALMON,SALMON,LINGCOD,SMELT,CALIFORNIA HALIBUT,ENGLISH SOLE,STARRY FLOUNDER,CURLFIN SOLE,SAND SOLE,PACIFIC SARDINE,PACIFIC MACKEREL,CABEZON,BROWN ROCKFISH,YELLOWTAIL ROCKFISH,CHILIPEPPER,SHORTBELLY ROCKFISH,SPECKLED ROCKFISH,OLIVE ROCKFISH,SHARPCHIN ROCKFISH,CALIFORNIA TONGUEFISH,JACK MACKEREL,POACHER,PACIFIC SANDLANCE,TOPSMELT,JACKSMELT,HIGHFIN DRAGONFISH,BLACKSMELT,RONQUIL,PACIFIC VIPERFISH,PACIFIC SAURY,BLACKEYE GOBY,PELAGIC STINGRAY,CALIFORNIA HEADLIGHTFISH,THREESPINE STICKLEBACK,WHITE CROAKER,GOBY,SIXGILL SHARK,RATFISH,MEDUSAFISH,RAGFISH,LAMPREY,CALIFORNIA SMOOTHTONGUE,SNAILFISH,BLACKMOUTH EELPOUT,PALLID EELPOUT,SLENDER SNIPEFISH,BIGSCALE,DRAGONFISH,COMMON MOLA,MYCTOPHID,SNIPE EEL,BARRACUDINA,PACIFIC POMPANO,SPOOKFISH,PLAINFIN MIDSHIPMAN,BLUE SHARK,BIG SKATE,LONGNOSE SKATE,NORTH PACIFIC SPINY DOGFISH,HATCHETFISH,CALIFORNIA LANTERNFISH,PIPEFISH,CALIFORNIA LIZARDFISH,LONGFIN DRAGONFISH,BLUE LANTERNFISH,SMALLEYE SQUARETAIL,PACIFIC ELECTRIC RAY,KING-OF-THE-SALMON,COMBFISH,EELPOUT,SHARK,SKATE,MARKET SQUID,MANTIS SHRIMP,MYSID,SHRIMP,CARIDEAN SHRIMP,CRANGON SHRIMP,PELAGIC RED CRAB,SEA NETTLE,PHRONIMA,HETEROPOD,SPINY LOBSTER LARVAE,PANDALID SHRIMP,SQUID,GHOST SHRIMP,RED SHRIMP,GLASS SHRIMP,SERGESTID,OCTOPUS,PYROSOMA,ARMHOOK SQUID,SALP,PACIFIC ARGENTINE,LOOSEJAW,BLACKDRAGON,THETYS SALP,UMBRELLAMOUTH GULPER,OCTOPOTEUTHIS,BLACKBELLY DRAGONFISH,HUMBOLDT SQUID,BLACKTIP SQUID,BASEBALL SQUID,ROBUST CLUBHOOK SQUID,SWORD-TAIL SQUID,LIGHTFISH,FIRE SQUID,PURPLE-STRIPED JELLY,MOON JELLY,BERRYTEUTHIS,FRIED EGG JELLY,BLOB OCTOPUS,BOREAL CLUBHOOK SQUID,SUNBEAM LAMPFISH,ARGONAUT,TOTAL ROCKFISH YOY,TOTAL KRILL
36.9658,122.7472,5/23/2009,0,0,0,2,1,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,11,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,256,2,,1,,0,0,0,,0,,0,1,2,0,0,0,0,0,3,48,0,0,0,,0,0,30,9664
37.2632,122.5683,5/23/2009,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,89
37.2647,122.6368,5/23/2009,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,73,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,221760
37.2632,122.8007,5/24/2009,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,116352
37.2613,122.9712,5/24/2009,0,0,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,193,2,,95,,0,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,10,8064
37.2665,123.1427,5/24/2009,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,1,0,4,0,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,35,2,,0,,0,0,0,,0,,0,1,36,0,0,0,0,0,0,0,0,0,0,,0,0,58,44480
37.6447,123.2005,5/24/2009,0,0,0,0,3,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,255,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,256,0,1,0,0,0,0,0,0,0,0,1,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,0,511,0,,2,,0,0,0,,0,,0,0,2,0,0,0,0,0,0,0,1,0,0,,0,0,18,1592
37.6478,123.0397,5/24/2009,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,23,805464
37.733,123.1223,5/25/2009,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,73,0,6,0,1,0,0,1,0,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,95,447216
37.8728,123.3037,5/25/2009,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,5,0,0,0,,0,0,14,293760
37.8782,123.4553,5/25/2009,0,0,0,1,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,0,20,0,0,0,,0,0,7,93568
38.457,123.6897,5/26/2009,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0,6,2,,12,,0,0,0,,0,,0,0,7,0,0,0,0,0,0,0,0,0,0,,0,0,12,71504
